Documento|Fecha|Departamento|Municipio|Dia|Hora|Sitio|Agresor|Victima|Edad|Pais_nacimiento|Clase_empleado|Profesion|Escolaridad|Codigo_DANE
1425809397|8/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|7:30:00|VIAS PUBLICAS|A PIE|A PIE|26|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809398|8/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|7:30:00|VIAS PUBLICAS|A PIE|A PIE|40|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809399|8/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|17:00:00|VIAS PUBLICAS|A PIE|A PIE|20|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809400|8/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809401|8/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809402|8/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|LUGAR DE TRABAJO|A PIE|A PIE|45|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809403|8/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|1:30:00|VIAS PUBLICAS|A PIE|A PIE|25|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809404|8/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|23:30:00|VIAS PUBLICAS|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809405|8/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|8:35:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809406|8/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|22:50:00|VIAS PUBLICAS|A PIE|A PIE|28|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809407|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|11:30:00|VIAS PUBLICAS|A PIE|A PIE|54|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809408|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|21:00:00|VIAS PUBLICAS|A PIE|A PIE|22|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809409|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|17:00:00|ESTABLECIMIENTO DE COMERCIO|A PIE|A PIE|28|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809410|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|21:30:00|TRANSPORTE MASIVO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809411|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|5:30:00|VIAS PUBLICAS|A PIE|A PIE|41|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809412|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|8:30:00|VIAS PUBLICAS|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809413|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809414|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|68|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809415|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809416|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809417|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809418|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|EDIFICIO|A PIE|A PIE|-|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809419|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|23:00:00|VIAS PUBLICAS|BICICLETA|BICICLETA|33|COLOMBIA|EMPLEADO PARTICULAR|ADMINISTRACION  AGRICOLA|SUPERIOR|11001000
1425809420|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|9:40:00|VIAS PUBLICAS|A PIE|A PIE|17|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809421|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|11:15:00|ESTABLECIMIENTO DE COMERCIO|A PIE|A PIE|67|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809422|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|14:40:00|VIAS PUBLICAS|A PIE|A PIE|13|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809423|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|1:45:00|VIAS PUBLICAS|A PIE|A PIE|48|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809424|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:45:00|VIAS PUBLICAS|A PIE|A PIE|25|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809425|9/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|11:48:00|VIAS PUBLICAS|A PIE|A PIE|72|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809426|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|20:00:00|VIAS PUBLICAS|A PIE|A PIE|23|COLOMBIA|EMPLEADO PARTICULAR|-|SECUNDARIA|11001000
1425809427|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|20:00:00|VIAS PUBLICAS|A PIE|A PIE|45|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809428|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|18:30:00|VIAS PUBLICAS|A PIE|A PIE|15|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809429|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|19:30:00|VIAS PUBLICAS|A PIE|A PIE|37|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809430|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|3:00:00|UNIVERSIDADES|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|LICENCIATURA EDUCACION BAS.ENF.LENG.CASTELLANA E INGLES Y FRANCES O ALEMAN|SUPERIOR|11001000
1425809431|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|7:30:00|ESTACION TRANSMILENIO AVENIDA CALI|A PIE|A PIE|20|COLOMBIA|ESTUDIANTE|MEDICINA|SUPERIOR|11001000
1425809432|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|13:00:00|VIAS PUBLICAS|A PIE|A PIE|19|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809433|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|4:00:00|CENTRO COMERCIAL|A PIE|BICICLETA|22|COLOMBIA|INDEPENDIENTE|INGENIERÍA MECANICA|SUPERIOR|11001000
1425809434|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|22:00:00|PUENTE PEATONAL|A PIE|A PIE|25|COLOMBIA|EMPLEADO PARTICULAR|MERCADEO CON ENFASIS EN NEGOCIOS INTERNACIONALES|SUPERIOR|11001000
1425809435|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|VIAS PUBLICAS|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809436|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809437|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|OTRO|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809438|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809439|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|OTRO|A PIE|A PIE|35|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809440|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|VEHICULO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809441|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|15:30:00|VIAS PUBLICAS|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809442|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|22:30:00|VIAS PUBLICAS|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809443|10/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|14:07:00|VIAS PUBLICAS|A PIE|A PIE|52|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809444|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|19:00:00|VIAS PUBLICAS|A PIE|A PIE|35|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809445|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|11:30:00|VIAS PUBLICAS|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809446|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|7:00:00|SOBRE ANDEN - VIA PUBLICA|PASAJERO MOTOCICLETA|A PIE|37|COLOMBIA|EMPLEADO PARTICULAR|INGENIERÍA DE PETROLEOS|SUPERIOR|11001000
1425809447|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|6:30:00|ESTACION TRANSMILENIO GRANJA|A PIE|A PIE|25|COLOMBIA|COMERCIANTE|-|SUPERIOR|11001000
1425809448|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|5:00:00|PARQUEADERO|A PIE|A PIE|36|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809449|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|9:30:00|VIAS PUBLICAS|A PIE|A PIE|62|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809450|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|16:30:00|VIAS PUBLICAS|A PIE|A PIE|45|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809451|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|VIAS PUBLICAS|A PIE|A PIE|28|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809452|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809453|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809454|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809455|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809456|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|14:20:00|VIAS PUBLICAS|A PIE|A PIE|16|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809457|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|20:20:00|VIAS PUBLICAS|A PIE|A PIE|54|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809458|11/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|13:03:00|VIAS PUBLICAS|A PIE|A PIE|59|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809459|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|11:30:00|FRENTE A COLEGIO - VIA PUBLICA|PASAJERO MOTOCICLETA|BICICLETA|50|COLOMBIA|INDEPENDIENTE|-|SECUNDARIA|11001000
1425809460|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|18:00:00|VIAS PUBLICAS|A PIE|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809461|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|7:00:00|VIAS PUBLICAS|A PIE|BICICLETA|34|COLOMBIA|EMPLEADO PARTICULAR|ADMINISTRACION  DE EMPRESAS GENERALES|TECNOLOGO|11001000
1425809462|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|17:00:00|TRANSPORTE PUBLICO URBANO|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809463|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|13:00:00|VIAS PUBLICAS|A PIE|A PIE|25|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809464|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|22:00:00|ESTABLECIMIENTO PUBLICO|A PIE|A PIE|58|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809465|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|16:30:00|CAFETERIAS|A PIE|A PIE|65|COLOMBIA|PENSIONADO|INGENIERO ELECTRICISTA|SUPERIOR|11001000
1425809466|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|-|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809467|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|PARQUEADERO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809468|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|OTRO|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809469|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809470|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809471|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|LUGAR DE TRABAJO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809472|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|CARCELES|A PIE|A PIE|56|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809473|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:30:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809474|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|11:40:00|VIAS PUBLICAS|A PIE|A PIE|20|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809475|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|10:50:00|VIAS PUBLICAS|A PIE|A PIE|23|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809476|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:05:00|VIAS PUBLICAS|A PIE|A PIE|19|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809477|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|4:10:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809478|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|20:22:00|VIAS PUBLICAS|A PIE|A PIE|23|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809479|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|21:14:00|VIAS PUBLICAS|A PIE|A PIE|20|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809480|12/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:22:00|VIAS PUBLICAS|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809481|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|19:00:00|VIAS PUBLICAS|A PIE|A PIE|41|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809482|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|19:30:00|VIAS PUBLICAS|A PIE|A PIE|44|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809483|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|11:00:00|HOTELES, RESIDENCIAS, Y SIMILARES.|A PIE|A PIE|35|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809484|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|6:30:00|VIAS PUBLICAS|A PIE|A PIE|44|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809485|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|9:00:00|VIAS PUBLICAS|A PIE|A PIE|53|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809486|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|14:00:00|VIAS PUBLICAS|A PIE|A PIE|63|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809487|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|13:00:00|ESTABLECIMIENTO DE COMERCIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809488|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|15:00:00|VIAS PUBLICAS|A PIE|A PIE|71|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809489|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|5:30:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809490|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|2:30:00|VIAS PUBLICAS|A PIE|A PIE|44|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809491|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809492|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|22:30:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809493|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|9:40:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809494|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|13:20:00|VIAS PUBLICAS|A PIE|A PIE|32|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809495|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|16:20:00|VIAS PUBLICAS|A PIE|A PIE|32|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809496|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|11:39:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809497|13/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|18:58:00|VIAS PUBLICAS|A PIE|A PIE|28|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809498|14/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|18:30:00|APARTAMENTO EN CONJUNTO CERRADO|A PIE|A PIE|28|COLOMBIA|INDEPENDIENTE|INGENIERIA ADMINISTRATIVA|SUPERIOR|11001000
1425809499|14/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|15:00:00|VIAS PUBLICAS|A PIE|A PIE|45|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809500|14/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|21:30:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809501|14/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809502|14/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|14:30:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809503|14/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|18:50:00|VIAS PUBLICAS|A PIE|A PIE|40|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809504|15/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|8:00:00|VIAS PUBLICAS|A PIE|A PIE|48|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809505|15/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|18:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809506|15/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|7:00:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809507|15/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|7:00:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809508|15/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|21:00:00|VIAS PUBLICAS|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809509|15/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|17:00:00|VIAS PUBLICAS|A PIE|A PIE|15|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809510|15/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|17:00:00|VIAS PUBLICAS|A PIE|A PIE|52|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809511|15/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|13:00:00|VIAS PUBLICAS|A PIE|A PIE|30|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809512|15/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|21:30:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809513|15/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|5:30:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
